Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount
Entertainment,Other Entertainment,8/9/19, ,XSOLLA ROBLOX,PURCHASE                                AUTHORIZED ON   08/08 Xsolla _Roblox            INTERNET      CYP S389220696652091   CARD 0484,Debit Card/ATM Card ...0484,$4.99
Entertainment,Music,8/12/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   08/09 APL*ITUNES.COM/BIL        866-712-7753  CA  S589222200815413   CARD 0484,Debit Card/ATM Card ...0484,$4.99
Entertainment,Other Entertainment,8/19/19, ,MOJANG.COM,PURCHASE                                AUTHORIZED ON   08/15 MOJANG.COM                STOCKHOLM     SWE S389228145557349   CARD 0484,Debit Card/ATM Card ...0484,$26.95
Entertainment,Books/Magazines/Newspapers,8/20/19, ,AMAZON PRIME,RECURRING PAYMENT                       AUTHORIZED ON   08/19 Amazon Prime              Amzn.com/bill WA  S309231280631880   CARD 0484,Debit Card/ATM Card ...0484,$14.18
Entertainment,Music,8/26/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   08/25 APL*ITUNES.COM/BIL        866-712-7753  CA  S469237674304766   CARD 0484,Debit Card/ATM Card ...0484,$6.99
Entertainment,Music,8/30/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   08/29 PP*ITUNES.COM/BILL        402-935-7733  CA  S309241613655862   CARD 1745,Debit Card/ATM Card ...1745,$8.99
Entertainment,Music,9/3/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   08/31 APL*ITUNES.COM/BIL        866-712-7753  CA  S469243335760603   CARD 5402,Debit Card/ATM Card ...5402,$29.99
Entertainment,Music,9/3/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   08/31 PP*ITUNES.COM/BILL        402-935-7733  CA  S469243613985531   CARD 1745,Debit Card/ATM Card ...1745,$4.99
Entertainment,Music,9/5/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   09/03 APL*ITUNES.COM/BIL        866-712-7753  CA  S309247197051452   CARD 0484,Debit Card/ATM Card ...0484,$9.98
Entertainment,Music,9/5/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   09/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S589247667822792   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Music,9/11/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   09/09 APL*ITUNES.COM/BIL        866-712-7753  CA  S469253208963339   CARD 0484,Debit Card/ATM Card ...0484,$9.98
Entertainment,Books/Magazines/Newspapers,9/16/19, ,AMZN MKTP US CN0FS,PURCHASE                                AUTHORIZED ON   09/15 AMZN Mktp US*CN0FS        Amzn.com/bill WA  S389258688340499   CARD 0484,Debit Card/ATM Card ...0484,$26.98
Entertainment,Music,9/26/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   09/24 APL*ITUNES.COM/BIL        866-712-7753  CA  S469268175487492   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Entertainment,Music,9/27/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   09/26 PP*ITUNES.COM/BILL        402-935-7733  CA  S589269571204188   CARD 1745,Debit Card/ATM Card ...1745,$4.99
Entertainment,Books/Magazines/Newspapers,9/28/19,"Amzn.com/bill,WA",AMZN MKTP US 7A,"AMZN Mktp US*7A18F0VA3 Amzn.com/bill,WA",PLATINUM CARD ...4360,$65.46
Entertainment,Music,9/30/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   09/27 PP*ITUNES.COM/BILL        402-935-7733  CA  S309270665512464   CARD 1745,Debit Card/ATM Card ...1745,$8.99
Entertainment,Music,10/2/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   09/30 APL*ITUNES.COM/BIL        866-712-7753  CA  S469274067422643   CARD 5402,Debit Card/ATM Card ...5402,$29.99
Entertainment,Music,10/7/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   10/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S309277667678312   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Food/Drink,Groceries,5/1/18, ,TRADER JOE'S,PURCHASE                                AUTHORIZED ON   04/30 TRADER JOE'S # 181        LOS GATOS     CA  P00468121050873181 CARD 1745,Debit Card/ATM Card ...1745,$10.07
Food/Drink,Restaurants,5/4/18, ,DOORDASH LUIGIS PI,PURCHASE                                AUTHORIZED ON   05/03 DOORDASH*LUIGIS PI        6506819470    CA  S588124027026295   CARD 1745,Debit Card/ATM Card ...1745,$47.77
Food/Drink,Groceries,5/7/18, ,SATURA CAKES,PURCHASE                                AUTHORIZED ON   05/05 SATURA CAKES              LOS ALTOS     CA  S588125674395590   CARD 5402,Debit Card/ATM Card ...5402,$21.62
Food/Drink,Restaurants,5/16/18, ,OLYMPUS CAFFE AND,PURCHASE                                AUTHORIZED ON   05/13 OLYMPUS CAFFE AND         MOUNTAIN VIEW CA  S388134036127975   CARD 5402,Debit Card/ATM Card ...5402,$18.00
Food/Drink,Groceries,5/18/18, ,SAFEWAY,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   05/18 SAFEWAY  STORE  0305      REDWOOD CITY  CA  P00468138753209608 CARD 5402,Debit Card/ATM Card ...5402,$63.48
Food/Drink,Groceries,5/21/18, ,JL PRODUCE,PURCHASE                                AUTHORIZED ON   05/19 JL PRODUCE                MOUNTAIN VIEW CA  S588139811333421   CARD 5402,Debit Card/ATM Card ...5402,$74.91
Food/Drink,Groceries,5/21/18, ,SQ GOURMET FAIRE,PURCHASE                                AUTHORIZED ON   05/20 SQ *GOURMET FAIRE         SEBASTOPOL    CA  S468140690518726   CARD 5402,Debit Card/ATM Card ...5402,$12.50
Food/Drink,Groceries,5/21/18, ,TARGET T- 95 HOLGER WA,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   05/19 TARGET T- 95 Holger Wa    San Jose      CA  P00000000679219025 CARD 5402,Debit Card/ATM Card ...5402,$31.91
Food/Drink,Restaurants,5/21/18, ,DOORDASH LUIGIS PI,PURCHASE                                AUTHORIZED ON   05/18 DOORDASH*LUIGIS PI        6506819470    CA  S308138854559565   CARD 1745,Debit Card/ATM Card ...1745,$24.03
Food/Drink,Restaurants,5/21/18, ,DOORDASH OUTBACK S,PURCHASE                                AUTHORIZED ON   05/18 DOORDASH*OUTBACK S        6506819470    CA  S588139001086203   CARD 1745,Debit Card/ATM Card ...1745,$22.22
Food/Drink,Restaurants,5/21/18, ,OLYMPUS CAFFE AND,PURCHASE                                AUTHORIZED ON   05/19 OLYMPUS CAFFE AND         MOUNTAIN VIEW CA  S308139779902792   CARD 5402,Debit Card/ATM Card ...5402,$70.00
Food/Drink,Coffee Shops,5/22/18, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   05/20 STARBUCKS STORE 06        SAN MATEO     CA  S308140611013654   CARD 5402,Debit Card/ATM Card ...5402,$9.90
Food/Drink,Groceries,5/25/18, ,COSTCO WHOLESALE,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   05/25 COSTCO WHSE #0470         SAN JOSE      CA  P00388145603443320 CARD 5402,Debit Card/ATM Card ...5402,$98.45
Food/Drink,Fast Food,5/26/18,"402-935-7733 ,WA",PAYPAL STARBUCKS STARB,"PAYPAL *STARBUCKS STARB 402-935-7733 ,WA",PLATINUM CARD ...4360,$30.00
Food/Drink,Fast Food,5/28/18,"707-253-7464 ,CA",MCDONALD'S,"MCDONALD'S F1111 707-253-7464 ,CA",PLATINUM CARD ...4360,$26.10
Food/Drink,Fast Food,5/29/18, ,MCDONALD'S,PURCHASE                                AUTHORIZED ON   05/26 MCDONALD'S F22138         VALLEJO       CA  S308146764441167   CARD 5402,Debit Card/ATM Card ...5402,$24.22
Food/Drink,Groceries,5/29/18, ,DINOS MARKET,PURCHASE                                AUTHORIZED ON   05/27 DINOS MARKET              MIDDLETOWN    CA  S588147602436900   CARD 5402,Debit Card/ATM Card ...5402,$10.98
Food/Drink,Groceries,5/29/18, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   05/25 SAFEWAY STORE     2815    LOS GATOS     CA  P00468146154293829 CARD 5402,Debit Card/ATM Card ...5402,$201.16
Food/Drink,Groceries,5/29/18, ,WHOLEFDS SMT 101 3200 SAR,PURCHASE                                AUTHORIZED ON   05/29 WHOLEFDS SMT 101 3200 SAR SAN MATEO     CA  P00308149694608268 CARD 1745,Debit Card/ATM Card ...1745,$19.60
Food/Drink,Restaurants,5/29/18, ,DOORDASH OUTBACK S,PURCHASE                                AUTHORIZED ON   05/25 DOORDASH*OUTBACK S        6506819470    CA  S388146053948678   CARD 1745,Debit Card/ATM Card ...1745,$26.22
Food/Drink,Fast Food,5/30/18, ,IKEA EAST PALO ALT,PURCHASE                                AUTHORIZED ON   05/29 IKEA EAST PALO ALT        E PALO ALTO   CA  S388150118663420   CARD 5402,Debit Card/ATM Card ...5402,$49.21
Food/Drink,Groceries,5/31/18, ,SAMOVAR,PURCHASE                                AUTHORIZED ON   05/29 SAMOVAR                   MOUNTAIN VIEW CA  S468150131694814   CARD 5402,Debit Card/ATM Card ...5402,$78.51
Food/Drink,Restaurants,6/1/18, ,CKE LOS GATOS COFF,PURCHASE                                AUTHORIZED ON   05/31 CKE*LOS GATOS COFF        LOS GATOS     CA  S388151618279417   CARD 5402,Debit Card/ATM Card ...5402,$7.71
Food/Drink,Groceries,6/4/18, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   06/02 LUNARDI'S MKT #3          LOS GATOS     CA  P00388153783342749 CARD 5402,Debit Card/ATM Card ...5402,$134.35
Food/Drink,Groceries,6/4/18, ,PAUL K. TAO,PURCHASE                                AUTHORIZED ON   06/03 PAUL K. TAO               WATSONVILLE   CA  S588154662196019   CARD 5402,Debit Card/ATM Card ...5402,$13.00
Food/Drink,Restaurants,6/4/18, ,DOORDASH OUTBACK S,PURCHASE                                AUTHORIZED ON   06/01 DOORDASH*OUTBACK S        6506819470    CA  S388153051330828   CARD 1745,Debit Card/ATM Card ...1745,$86.92
Food/Drink,Coffee Shops,6/11/18, ,PEETS COFFEE AND TEA,PURCHASE                                AUTHORIZED ON   06/09 PEET'S #01702             LOS GATOS     CA  S468160727465800   CARD 5402,Debit Card/ATM Card ...5402,$7.60
Food/Drink,Groceries,6/11/18, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   06/10 LUNARDI'S MKT #3          LOS GATOS     CA  P00388161672878761 CARD 5402,Debit Card/ATM Card ...5402,$54.19
Food/Drink,Groceries,6/11/18, ,NOB HILL,PURCHASE                                AUTHORIZED ON   06/10 NOB HILL  #604            LOS GATOS     CA  P00588161844083264 CARD 5402,Debit Card/ATM Card ...5402,$96.57
Food/Drink,Groceries,6/11/18, ,PAUL K. TAO,PURCHASE                                AUTHORIZED ON   06/10 PAUL K. TAO               WATSONVILLE   CA  S388161639769512   CARD 5402,Debit Card/ATM Card ...5402,$13.00
Food/Drink,Other Food/Drink,6/11/18, ,SQ EUROPA CREPES,PURCHASE                                AUTHORIZED ON   06/10 SQ *EUROPA CREPES         MOUNTAIN VIEW CA  S308161621147796   CARD 5402,Debit Card/ATM Card ...5402,$19.00
Food/Drink,Groceries,6/15/18, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   06/14 SAFEWAY  STORE  0919      SARATOGA      CA  P00308166126011196 CARD 5402,Debit Card/ATM Card ...5402,$68.37
Food/Drink,Groceries,6/18/18, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   06/17 LUNARDI'S MKT #3          LOS GATOS     CA  P00388168755217142 CARD 5402,Debit Card/ATM Card ...5402,$14.72
Food/Drink,Groceries,6/18/18, ,ROSE INTERNATIONAL,PURCHASE                                AUTHORIZED ON   06/14 ROSE INTERNATIONAL        SARATOGA      CA  S308166107823270   CARD 5402,Debit Card/ATM Card ...5402,$81.49
Food/Drink,Groceries,6/18/18, ,SATURA CAKES,PURCHASE                                AUTHORIZED ON   06/14 SATURA CAKES              LOS ALTOS     CA  S468166012384135   CARD 5402,Debit Card/ATM Card ...5402,$21.06
Food/Drink,Restaurants,6/18/18, ,RED ROBIN NO,PURCHASE                                AUTHORIZED ON   06/15 RED ROBIN NO 259          SAN JOSE      CA  S588167194436974   CARD 5402,Debit Card/ATM Card ...5402,$24.61
Food/Drink,Coffee Shops,6/22/18, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   06/20 STARBUCKS STORE 06        REDWOOD CITY  CA  S588171809061848   CARD 5402,Debit Card/ATM Card ...5402,$3.95
Food/Drink,Groceries,6/25/18, ,COSTCO WHOLESALE,PURCHASE                                AUTHORIZED ON   06/24 COSTCO WHSE #0470         SAN JOSE      CA  P00308175698974612 CARD 5402,Debit Card/ATM Card ...5402,$133.57
Food/Drink,Groceries,6/25/18, ,KALINKA,PURCHASE                                AUTHORIZED ON   06/24 KALINKA                   SAN JOSE      CA  S468175716489550   CARD 5402,Debit Card/ATM Card ...5402,$68.79
Food/Drink,Groceries,6/25/18, ,LUNARDI'S MKT,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   06/23 LUNARDI'S MKT #3          LOS GATOS     CA  P00388174632671297 CARD 5402,Debit Card/ATM Card ...5402,$41.52
Food/Drink,Restaurants,6/25/18, ,CKE LOS GATOS COFF,PURCHASE                                AUTHORIZED ON   06/24 CKE*LOS GATOS COFF        LOS GATOS     CA  S468175604334894   CARD 5402,Debit Card/ATM Card ...5402,$12.74
Food/Drink,Restaurants,6/25/18, ,CKE LOS GATOS COFF,PURCHASE                                AUTHORIZED ON   06/23 CKE*LOS GATOS COFF        LOS GATOS     CA  S308174785908474   CARD 5402,Debit Card/ATM Card ...5402,$3.40
Food/Drink,Restaurants,6/25/18, ,SANTA CRUZ DINER I,PURCHASE                                AUTHORIZED ON   06/23 SANTA CRUZ DINER I        SANTA CRUZ    CA  S388174766271499   CARD 5402,Debit Card/ATM Card ...5402,$72.62
Food/Drink,Groceries,6/29/18, ,SAMOVAR,PURCHASE                                AUTHORIZED ON   06/27 SAMOVAR                   MOUNTAIN VIEW CA  S308179068098246   CARD 5402,Debit Card/ATM Card ...5402,$69.34
Food/Drink,Fast Food,7/2/18,"402-935-7733 ,WA",PAYPAL STARBUCKS STARB,"PAYPAL *STARBUCKS STARB 402-935-7733 ,WA",PLATINUM CARD ...4360,$30.00
Food/Drink,Groceries,7/2/18, ,COSTCO WHOLESALE,PURCHASE                                AUTHORIZED ON   07/01 COSTCO WHSE #0470         SAN JOSE      CA  P00588183050675204 CARD 5402,Debit Card/ATM Card ...5402,$61.06
Food/Drink,Groceries,7/2/18, ,LUNARDI'S MKT,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   06/30 LUNARDI'S MKT #3          LOS GATOS     CA  P00588181654626665 CARD 5402,Debit Card/ATM Card ...5402,$21.69
Food/Drink,Groceries,7/2/18, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   06/30 LUNARDI'S MKT #3          LOS GATOS     CA  P00468181652159888 CARD 5402,Debit Card/ATM Card ...5402,$14.57
Food/Drink,Groceries,7/2/18, ,PAUL K. TAO,PURCHASE                                AUTHORIZED ON   07/01 PAUL K. TAO               WATSONVILLE   CA  S468182649880686   CARD 5402,Debit Card/ATM Card ...5402,$17.75
Food/Drink,Other Food/Drink,7/2/18, ,SQ EUROPA CREPES,PURCHASE                                AUTHORIZED ON   07/01 SQ *EUROPA CREPES         MOUNTAIN VIEW CA  S588182655982158   CARD 5402,Debit Card/ATM Card ...5402,$10.50
Food/Drink,Restaurants,7/2/18, ,DOORDASH LUIGIS PI,PURCHASE                                AUTHORIZED ON   06/29 DOORDASH*LUIGIS PI        6506819470    CA  S468181044310910   CARD 1745,Debit Card/ATM Card ...1745,$24.03
Food/Drink,Restaurants,7/2/18, ,DOORDASH OUTBACK S,PURCHASE                                AUTHORIZED ON   06/29 DOORDASH*OUTBACK S        6506819470    CA  S308181041696886   CARD 1745,Debit Card/ATM Card ...1745,$23.22
Food/Drink,Groceries,7/5/18,"SAN JOSE     ,CA",COSTCO WHOLESALE,"COSTCO WHSE #0470 SAN JOSE     ,CA",PLATINUM CARD ...4360,$161.11
Food/Drink,Groceries,7/5/18, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   07/05 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00468187017625178 CARD 5402,Debit Card/ATM Card ...5402,$8.99
Food/Drink,Groceries,7/5/18, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   07/05 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00308186625917028 CARD 5402,Debit Card/ATM Card ...5402,$25.97
Food/Drink,Groceries,7/9/18, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   07/09 LUNARDI'S MKT #3          LOS GATOS     CA  P00588190643716799 CARD 5402,Debit Card/ATM Card ...5402,$19.93
Food/Drink,Groceries,7/9/18, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   07/07 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00468188795278578 CARD 5402,Debit Card/ATM Card ...5402,$5.99
Food/Drink,Groceries,7/9/18, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   07/08 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00308189642621764 CARD 5402,Debit Card/ATM Card ...5402,$37.49
Food/Drink,Groceries,7/9/18, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   07/07 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00388188794439602 CARD 5402,Debit Card/ATM Card ...5402,$30.55
Food/Drink,Groceries,7/10/18, ,COSTCO WHOLESALE,PURCHASE RETURN                         AUTHORIZED ON   07/09 COSTCO WHSE #0470         SAN JOSE      CA  S618191548370270   CARD 5402,Debit Card/ATM Card ...5402,-$16.38
Food/Drink,Groceries,7/10/18, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   07/10 LUNARDI'S MKT #3          LOS GATOS     CA  P00308191696899433 CARD 0484,Debit Card/ATM Card ...0484,$2.63
Food/Drink,Groceries,7/10/18, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   07/10 LUNARDI'S MKT #3          LOS GATOS     CA  P00388191725276295 CARD 5402,Debit Card/ATM Card ...5402,$92.72
Food/Drink,Groceries,7/10/18, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   07/09 SAFEWAY STORE     2815    LOS GATOS     CA  P00308191166339838 CARD 5402,Debit Card/ATM Card ...5402,$29.66
Food/Drink,Groceries,7/11/18, ,NOB HILL,PURCHASE WITH CASH BACK        $  40.00 AUTHORIZED ON   07/11 NOB HILL  #604            LOS GATOS     CA  P00468192622424231 CARD 5402,Debit Card/ATM Card ...5402,$100.64
Food/Drink,Restaurants,7/11/18, ,SQ BEVRI,PURCHASE                                AUTHORIZED ON   07/10 SQ *BEVRI                 PALO ALTO     CA  S588192073889096   CARD 5402,Debit Card/ATM Card ...5402,$246.39
Food/Drink,Groceries,7/16/18, ,WHOLEFDS LGT 100 15980 LO,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   07/14 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00308195597110595 CARD 5402,Debit Card/ATM Card ...5402,$22.88
Food/Drink,Groceries,7/23/18, ,NOB HILL,PURCHASE                                AUTHORIZED ON   07/21 NOB HILL  #604            LOS GATOS     CA  P00308202735085251 CARD 5402,Debit Card/ATM Card ...5402,$22.33
Food/Drink,Groceries,7/23/18, ,PAUL K. TAO,PURCHASE                                AUTHORIZED ON   07/22 PAUL K. TAO               WATSONVILLE   CA  S588203642865518   CARD 5402,Debit Card/ATM Card ...5402,$13.00
Food/Drink,Groceries,7/23/18, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   07/21 SAFEWAY STORE     2815    LOS GATOS     CA  P00588203144646410 CARD 5402,Debit Card/ATM Card ...5402,$8.12
Food/Drink,Restaurants,7/23/18, ,PIZZA MY HEART - N,PURCHASE                                AUTHORIZED ON   07/21 PIZZA MY HEART - N        LOS GATOS     CA  S588203124952198   CARD 5402,Debit Card/ATM Card ...5402,$15.50
Food/Drink,Fast Food,7/25/18, ,IKEA EAST PALO ALT,PURCHASE                                AUTHORIZED ON   07/24 IKEA EAST PALO ALT        E PALO ALTO   CA  S308206098082908   CARD 5402,Debit Card/ATM Card ...5402,$20.56
Food/Drink,Restaurants,7/26/18,"MOUNTAIN VIEW,CA",EPHESUS RESTAURANT,"EPHESUS RESTAURANT MOUNTAIN VIEW,CA",PLATINUM CARD ...4360,$150.00
